candidate_id,pr_number,html_url,title,merged_month,change_type,primary_scope,project_scopes,architecture_shape,architectures,cross_component,cross_scope,affected_hardware_scope,affected_platforms,changed_files,churn,verification_test_assets,verification_methods,reproduction_confidence,reproduction_commands,workload_bucket,final_100_bucket_quota,candidate_300_bucket_quota
vllm-cpu-300-069,37215,https://github.com/vllm-project/vllm/pull/37215,[Bugfix] Fix render server crash for quantized models on CPU-only hosts,2026-03,bugfix,production_code,production_code,single_component,serving_api,False,False,backend_specific,cpu,1,5,none,end_to_end_test,medium,vllm launch render --model openai/gpt-oss-120b || tests/entrypoints/openai/test_launch_render.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-070,37209,https://github.com/vllm-project/vllm/pull/37209,Fix some Mistral parser issues,2026-03,bugfix,production_code,production_code,multi_component,serving_api;input_processing_multimodal,True,False,backend_agnostic,backend_agnostic,3,76,none,unit_test,high,pytest -v -s tokenizers_ || pytest -v -s tool_parsers || pytest -v -s renderers,bugfix | production_code | multi_component,9,27
vllm-cpu-300-071,36030,https://github.com/vllm-project/vllm/pull/36030,[BugFix] Correct max memory usage for multiple KV-cache groups,2026-03,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,47,added,unit_test,medium,pytest tests/v1/core/test_kv_cache_utils.py::test_auto_fit_max_model_len_with_hybrid,bugfix | production_code | single_component,36,108
vllm-cpu-300-072,37219,https://github.com/vllm-project/vllm/pull/37219,[ROCm] Fix AttributeError for torch.compiler.skip_all_guards_unsafe on older PyTorch,2026-03,bugfix,production_code,production_code,single_component,compilation,False,False,backend_specific,amd_rocm,1,7,none,unit_test,medium,pytest -v -s tests/compile/test_wrapper.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-073,36256,https://github.com/vllm-project/vllm/pull/36256,"[Misc] Use VLLMValidationError in batch, pooling, and tokenize protocol validators",2026-03,bugfix,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,3,21,none,integration_test,medium,pytest -v -s entrypoints/pooling || pytest -v -s entrypoints/openai --ignore=entrypoints/openai/chat_completion/test_chat_with_tool_reasoning.py --ignore=entrypoints/openai/chat_completion/test_oot_registration.py --ignore=entrypoints/openai/completion/test_tensorizer_entrypoint.py --ignore=entrypoints/openai/correctness/ --ignore=entrypoints/openai/tool_parsers/ --ignore=entrypoints/openai/responses,bugfix | production_code | single_component,36,108
vllm-cpu-300-074,37158,https://github.com/vllm-project/vllm/pull/37158,[Bugfix] Fix mock.patch resolution failure for standalone_compile.FakeTensorMode on Python <= 3.10,2026-03,bugfix,production_code,production_code,single_component,compilation,False,False,backend_agnostic,backend_agnostic,1,11,none,manual,medium,tests/compile/test_aot_compile.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-075,36924,https://github.com/vllm-project/vllm/pull/36924,[Hardware][TPU] Add supports_async_scheduling() method to Executor interface so that it can be extended for Executor implementations.,2026-03,refactor,production_code,production_code;tests,single_component,worker_model_runner,False,True,backend_specific,google_tpu,5,54,added,unit_test;end_to_end_test,high,pytest -v -s v1/executor/test_executor.py -k supports_async_scheduling,refactor | production_code | single_component,6,18
vllm-cpu-300-076,32316,https://github.com/vllm-project/vllm/pull/32316,[Build] Bump python openai version,2026-03,build,production_code,build;production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,5,35,modified,integration_test;build_install,medium,pytest -v -s entrypoints/openai/responses,build | production_code | single_component,1,3
vllm-cpu-300-077,37405,https://github.com/vllm-project/vllm/pull/37405,[kv_offload+HMA][6/N]: Split offloading_connector.py,2026-03,refactor,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,7,1391,modified,unit_test,medium,uv pip install --system -r /vllm-workspace/requirements/kv_connectors.txt || pytest -v -s -m 'not cpu_test' v1/kv_connector/unit,refactor | production_code | single_component,6,18
vllm-cpu-300-078,37369,https://github.com/vllm-project/vllm/pull/37369,fix(cpu): add null check for aligned_alloc in ScratchPadManager,2026-03,bugfix,production_code,production_code,single_component,kernels_operators,False,False,backend_specific,cpu,1,5,none,build_install;kernel_correctness,medium,"bash .buildkite/scripts/hardware_ci/run-cpu-test.sh 20m ""
pytest -x -v -s tests/kernels/attention/test_cpu_attn.py
pytest -x -v -s tests/kernels/moe/test_cpu_fused_moe.py
pytest -x -v -s tests/kernels/test_onednn.py""",bugfix | production_code | single_component,36,108
vllm-cpu-300-079,37557,https://github.com/vllm-project/vllm/pull/37557,[LoRA] Minor improvements to LoRA log,2026-03,maintenance,production_code,production_code,single_component,lora,False,False,backend_agnostic,backend_agnostic,1,50,none,integration_test,medium,pytest -v -s lora --shard-id=$BUILDKITE_PARALLEL_JOB --num-shards=$BUILDKITE_PARALLEL_JOB_COUNT --ignore=lora/test_chatglm3_tp.py --ignore=lora/test_llama_tp.py --ignore=lora/test_llm_with_multi_loras.py --ignore=lora/test_olmoe_tp.py --ignore=lora/test_deepseekv2_tp.py --ignore=lora/test_gptoss_tp.py --ignore=lora/test_qwen3moe_tp.py,maintenance | production_code | single_component,2,6
vllm-cpu-300-080,37567,https://github.com/vllm-project/vllm/pull/37567,Run MacOS smoke test on daily `cron` job instead of every commit,2026-03,ci,ci,ci,support_only,support_only,False,False,backend_specific,cpu,1,6,none,static_check,high,pre-commit run --all-files --hook-stage manual,ci | ci | support_only,5,15
vllm-cpu-300-081,37574,https://github.com/vllm-project/vllm/pull/37574,Fix `SpeculatorsConfig` now that `PreTrainedConfig` is a `dataclass` in Transformers,2026-03,bugfix,production_code,production_code,single_component,speculative_decoding,False,False,backend_agnostic,backend_agnostic,1,7,none,end_to_end_test,high,"python -c ""from vllm.transformers_utils.configs.speculators.base import SpeculatorsConfig; SpeculatorsConfig(foo='bar')""",bugfix | production_code | single_component,36,108
vllm-cpu-300-082,37218,https://github.com/vllm-project/vllm/pull/37218,[CI] Add retry with 4x backoff to HTTP fetches for transient failures,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,2,248,none,integration_test;end_to_end_test,medium,pytest tests/multimodal/media/test_connector.py -v -s,bugfix | production_code | single_component,36,108
vllm-cpu-300-083,37568,https://github.com/vllm-project/vllm/pull/37568,[Log] Log once in local node by default,2026-03,bugfix,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,1,9,none,unit_test,medium,pytest -v -s engine test_sequence.py test_config.py test_logger.py test_vllm_port.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-084,37572,https://github.com/vllm-project/vllm/pull/37572,[Refactor] Remove dead code in pooling model,2026-03,refactor,production_code,production_code,multi_component,serving_api;worker_model_runner,True,False,backend_agnostic,backend_agnostic,2,12,none,model_correctness;integration_test,high,pytest -x -v -s tests/models/language/pooling -m cpu_model || pytest -v -s entrypoints/pooling,refactor | production_code | multi_component,3,9
vllm-cpu-300-085,37612,https://github.com/vllm-project/vllm/pull/37612,[V0 Deprecation] Deprecate --disable-frontend-multiprocessing,2026-03,maintenance,production_code,production_code;benchmarks;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,10,81,mixed,integration_test;end_to_end_test,medium,pytest tests/entrypoints/instrumentator/test_basic.py -v -s || pytest tests/entrypoints/instrumentator/test_metrics.py -v -s || pytest tests/entrypoints/openai/completion/test_shutdown.py -v -s || pytest tests/v1/entrypoints/openai/test_completion.py -v -s || pytest tests/distributed/test_pipeline_parallel.py -v -s,maintenance | production_code | single_component,2,6
vllm-cpu-300-086,37579,https://github.com/vllm-project/vllm/pull/37579,[Model] Refactor Step3-VL processor to HF style,2026-03,refactor,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,4,388,none,integration_test,high,pip install git+https://github.com/TIGER-AI-Lab/Mantis.git || pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,refactor | production_code | single_component,6,18
vllm-cpu-300-087,33898,https://github.com/vllm-project/vllm/pull/33898,[Metrics] Some small refactoring for better maintainability,2026-03,refactor,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,7,258,none,unit_test;integration_test;distributed_test,high,pytest -v -s -m 'cpu_test' v1/metrics,refactor | production_code | single_component,6,18
vllm-cpu-300-088,32700,https://github.com/vllm-project/vllm/pull/32700,[Quantization][Deprecation] Remove PTPC FP8,2026-03,maintenance,production_code,production_code;tests;ci,multi_component,quantization;device_platform,True,True,backend_specific,amd_rocm,5,197,removed,unit_test,medium,pytest tests/quantization/test_register_quantization_config.py::test_register_quantization_config,maintenance | production_code | multi_component,1,3
vllm-cpu-300-089,37782,https://github.com/vllm-project/vllm/pull/37782,[Bugfix] Handle libsndfile sf_error(NULL) race condition in audio fallback,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,6,none,unit_test;end_to_end_test,high,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-090,37834,https://github.com/vllm-project/vllm/pull/37834,[Test] Consolidate tool parser unit tests to tests/tool_parsers,2026-03,test,tests,tests,support_only,support_only,False,False,backend_specific,cpu,11,720,mixed,unit_test;end_to_end_test,high,pytest tests/tool_parsers/ -v || pytest tests/entrypoints/openai/tool_parsers/ -v --co,test | tests | support_only,4,12
vllm-cpu-300-091,37498,https://github.com/vllm-project/vllm/pull/37498,[Frontend][Responses API] Fix arrival_time recording for TTFT on initial request,2026-03,bugfix,production_code,production_code;documentation_examples,multi_component,serving_api;reliability_observability,True,True,backend_agnostic,backend_agnostic,2,5,none,end_to_end_test,medium,pytest -v -s entrypoints/openai/responses,bugfix | production_code | multi_component,9,27
vllm-cpu-300-092,37877,https://github.com/vllm-project/vllm/pull/37877,[Bugfix][LoRA] Fix incorrect LoRA Log,2026-03,bugfix,production_code,production_code,single_component,lora,False,False,backend_agnostic,backend_agnostic,1,5,none,integration_test,medium,pytest -v -s tests/lora/test_lora_manager.py::test_load_adapter_warns_on_unsupported_modules,bugfix | production_code | single_component,36,108
vllm-cpu-300-093,37913,https://github.com/vllm-project/vllm/pull/37913,Downsize CPU jobs to use small queue,2026-03,ci,ci,ci,support_only,support_only,False,False,backend_specific,cpu,3,8,none,other,medium,pip install git+https://github.com/TIGER-AI-Lab/Mantis.git || pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,ci | ci | support_only,5,15
vllm-cpu-300-094,37307,https://github.com/vllm-project/vllm/pull/37307,[Core] add option to schedule requests based on full ISL,2026-03,performance,production_code,production_code,multi_component,scheduler;kv_cache_data_movement,True,False,backend_agnostic,backend_agnostic,4,69,none,unit_test;integration_test;performance_benchmark,high,pytest -v -s -m 'cpu_test' v1/core,performance | production_code | multi_component,2,6
vllm-cpu-300-095,37920,https://github.com/vllm-project/vllm/pull/37920,[Bugfix] Pass hf_token through config loading paths for gated model support,2026-03,bugfix,production_code,production_code,multi_component,model_implementation;speculative_decoding,True,False,backend_agnostic,backend_agnostic,3,10,none,integration_test,medium,"python -c ""from vllm.transformers_utils.config import maybe_override_with_speculators; print(maybe_override_with_speculators('gpt2', None, False))"" || python -c ""from vllm.transformers_utils.config import maybe_override_with_speculators; print(maybe_override_with_speculators('meta-llama/Llama-2-7b-hf', None, False, hf_token='hf_...'))""",bugfix | production_code | multi_component,9,27
vllm-cpu-300-096,38350,https://github.com/vllm-project/vllm/pull/38350,Remove need for explicit `\n` in docstring lists for `--help` formatting,2026-03,bugfix,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,10,171,none,manual,high,vllm serve --help=LoadConfig,bugfix | production_code | single_component,36,108
vllm-cpu-300-097,38418,https://github.com/vllm-project/vllm/pull/38418,[Bugfix] Disallow renderer_num_workers > 1 with mm processor cache,2026-03,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,35,added,unit_test,high,python -m pytest tests/test_config.py::test_renderer_num_workers_with_mm_cache -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-098,35367,https://github.com/vllm-project/vllm/pull/35367,[Feature] Add Qwen3-ForcedAligner support via token classification pooling,2026-03,feature,production_code,production_code;tests;documentation_examples,single_component,model_implementation,False,True,backend_agnostic,backend_agnostic,7,316,mixed,integration_test,medium,pytest tests/models/multimodal/pooling/test_qwen3_asr_forced_aligner.py || pytest -v -s models/multimodal/pooling -m 'not core_model',feature | production_code | single_component,9,27
vllm-cpu-300-099,38410,https://github.com/vllm-project/vllm/pull/38410,[Transformers v5] fix missing pixtral/voxtral multimodal dispatch,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,4,62,none,integration_test,high,pip install git+https://github.com/TIGER-AI-Lab/Mantis.git || pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-100,38567,https://github.com/vllm-project/vllm/pull/38567,Restore non-hf processor path for Nano-Nemotron-VL (bypass `call_hf_processor_mm_only`) - fixes #38018,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,14,none,integration_test,high,pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-101,38265,https://github.com/vllm-project/vllm/pull/38265,[Refactor] Consolidate Tool type alias in tool_parsers/utils.py,2026-03,refactor,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,2,25,none,unit_test,high,pytest -v -s tool_parsers,refactor | production_code | single_component,6,18
vllm-cpu-300-102,37766,https://github.com/vllm-project/vllm/pull/37766,[CI/Build] Resolve a dependency deadlock when installing the test dependencies used in CI,2026-03,build,build,build;developer_tooling,support_only,support_only,False,True,backend_specific,nvidia_cuda,2,35,none,static_check;build_install,high,uv pip compile requirements/test.in -c requirements/common.txt -o requirements/test.txt --index-strategy unsafe-best-match --torch-backend cu129 --python-platform x86_64-manylinux_2_28 --python-version 3.12 || uv pip install -r requirements/common.txt -r requirements/dev.txt --torch-backend=auto,build | build | support_only,5,15
vllm-cpu-300-103,38676,https://github.com/vllm-project/vllm/pull/38676,[CPU] Support head_size 512 in cpu_attn,2026-04,feature,production_code,production_code;tests;documentation_examples,multi_component,attention;kernels_operators,True,True,backend_specific,cpu,4,8,modified,kernel_correctness,medium,pytest -x -v -s tests/kernels/attention/test_cpu_attn.py,feature | production_code | multi_component,7,21
vllm-cpu-300-104,38708,https://github.com/vllm-project/vllm/pull/38708,Add `verified` label to trigger `pre-commit`,2026-04,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,7,none,static_check,high,pre-commit run --all-files --hook-stage manual,ci | ci | support_only,5,15
vllm-cpu-300-105,38690,https://github.com/vllm-project/vllm/pull/38690,[FA4] Update flash-attention to latest upstream FA4,2026-04,build,build,build,support_only,support_only,False,False,backend_specific,nvidia_cuda,2,6,none,build_install,medium,.buildkite/image_build/image_build.sh $REGISTRY $REPO $BUILDKITE_COMMIT $BRANCH $IMAGE_TAG,build | build | support_only,5,15
vllm-cpu-300-106,38791,https://github.com/vllm-project/vllm/pull/38791,[Bugfix] Fix test mocks after SM100 restriction in #38730,2026-04,test,tests,tests,support_only,support_only,False,False,backend_specific,nvidia_cuda,1,6,modified,unit_test,medium,pytest tests/kernels/attention/test_use_trtllm_attention.py -v,test | tests | support_only,4,12
vllm-cpu-300-107,37171,https://github.com/vllm-project/vllm/pull/37171,[Frontend] feat: add streaming support for token generation endpoint,2026-04,feature,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,4,670,mixed,unit_test;end_to_end_test,medium,tests/entrypoints/serve/disagg/test_generate_stream.py,feature | production_code | single_component,9,27
vllm-cpu-300-108,36487,https://github.com/vllm-project/vllm/pull/36487,[CPU] Replace OMP initialization,2026-04,bugfix,production_code,production_code;tests;ci,multi_component,device_platform;worker_model_runner;distributed_execution,True,True,backend_specific,cpu,7,747,removed,build_install;end_to_end_test;distributed_test,high,"bash .buildkite/scripts/hardware_ci/run-cpu-test.sh 10m ""bash .buildkite/scripts/hardware_ci/run-cpu-distributed-smoke-test.sh""",bugfix | production_code | multi_component,9,27
vllm-cpu-300-109,38780,https://github.com/vllm-project/vllm/pull/38780,[vLLM IR][RMSNorm] Port GemmaRMSNorm to vLLM IR Ops,2026-04,refactor,production_code,production_code,multi_component,model_implementation;model_loading_layers;kernels_operators;compilation,True,False,cross_backend,nvidia_cuda;amd_rocm;intel_xpu,5,92,none,model_correctness,high,pytest -x -v -s tests/models/language/generation -m cpu_model,refactor | production_code | multi_component,3,9
vllm-cpu-300-110,32694,https://github.com/vllm-project/vllm/pull/32694,[Quantization][Deprecation] Remove Petit NVFP4,2026-04,other,production_code,production_code;build,multi_component,quantization;device_platform,True,True,backend_specific,amd_rocm,7,448,none,unknown,medium,".venv/bin/python -c ""from vllm.model_executor.layers.quantization import QUANTIZATION_METHODS; assert 'petit_nvfp4' not in QUANTIZATION_METHODS"" || .venv/bin/python -c ""from vllm.platforms.rocm import RocmPlatform; assert 'petit_nvfp4' not in RocmPlatform.supported_quantization"" || .venv/bin/python -c ""from vllm.model_executor.layers.linear import WEIGHT_LOADER_V2_SUPPORTED; assert 'PetitNvFp4LinearMethod' not in WEIGHT_LOADER_V2_SUPPORTED""",other | production_code | multi_component,1,3
vllm-cpu-300-111,38699,https://github.com/vllm-project/vllm/pull/38699,[Bugfix] Correct mistake in chained comparison in static assert logic,2026-04,bugfix,production_code,production_code,multi_component,attention;kernels_operators,True,False,backend_specific,cpu,3,6,none,build_install;kernel_correctness,high,"bash .buildkite/scripts/hardware_ci/run-cpu-test.sh 20m ""pytest -x -v -s tests/kernels/attention/test_cpu_attn.py\npytest -x -v -s tests/kernels/moe/test_cpu_fused_moe.py\npytest -x -v -s tests/kernels/test_onednn.py\npytest -x -v -s tests/kernels/test_awq_int4_to_int8.py""",bugfix | production_code | multi_component,9,27
vllm-cpu-300-112,39347,https://github.com/vllm-project/vllm/pull/39347,[CI Bug] Fix pre-commit issue in main,2026-04,ci,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,5,modified,static_check,high,pre-commit run --all-files --hook-stage manual,ci | tests | support_only,1,3
vllm-cpu-300-113,38933,https://github.com/vllm-project/vllm/pull/38933,[Performance Improvement] Update `batched_count_greater_than` to handle batch size 1 without recompile,2026-04,performance,production_code,production_code;tests,multi_component,sampling;compilation,True,True,backend_agnostic,backend_agnostic,3,101,added,unit_test;performance_benchmark,medium,pytest tests/v1/sample/test_batched_count_greater_than.py,performance | production_code | multi_component,2,6
vllm-cpu-300-114,39429,https://github.com/vllm-project/vllm/pull/39429,[CI/Build] Update auto-rebase rule,2026-04,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,6,none,static_check,medium,pre-commit run --all-files --hook-stage manual,ci | ci | support_only,5,15
vllm-cpu-300-115,39116,https://github.com/vllm-project/vllm/pull/39116,[ASR] Fix spacing bw chunks in multi chunk audio transcription,2026-04,bugfix,production_code,production_code;tests,multi_component,serving_api;model_implementation,True,True,backend_agnostic,backend_agnostic,5,319,added,unit_test;integration_test,medium,pytest tests/entrypoints/openai/speech_to_text/test_transcription_inter_chunk_spacing.py,bugfix | production_code | multi_component,9,27
vllm-cpu-300-116,39422,https://github.com/vllm-project/vllm/pull/39422,[Model][Perf] Enable checkpoints prefetching for Lustre FS by default,2026-04,performance,production_code,production_code,single_component,model_loading_layers,False,False,backend_agnostic,backend_agnostic,1,98,none,unit_test,medium,pytest -v -s model_executor -m '(not slow_test)',performance | production_code | single_component,2,6
vllm-cpu-300-117,38800,https://github.com/vllm-project/vllm/pull/38800,[New Model]: jinaai/jina-reranker-v3,2026-04,feature,production_code,production_code;tests;documentation_examples;developer_tooling,multi_component,input_processing_multimodal;serving_api;model_implementation;model_loading_layers,True,True,backend_agnostic,backend_agnostic,14,679,mixed,build_install;model_correctness,medium,tests/models/test_initialization.py::test_can_initialize_large_subset || tests/models/language/pooling/test_jina_reranker_v3.py,feature | production_code | multi_component,7,21
vllm-cpu-300-118,38435,https://github.com/vllm-project/vllm/pull/38435,[Core][Metrics] expose waiting request breakdown via labeled metric (capacity/deferred),2026-04,feature,production_code,production_code;tests,multi_component,scheduler;reliability_observability,True,True,backend_agnostic,backend_agnostic,5,105,mixed,end_to_end_test,medium,pytest -v -s -m 'cpu_test' v1/core,feature | production_code | multi_component,7,21
vllm-cpu-300-119,39650,https://github.com/vllm-project/vllm/pull/39650,[Bugfix][Pooling] Fix silent weight corruption with buffer-reusing iterators,2026-04,bugfix,production_code,production_code;tests,single_component,model_loading_layers,False,True,backend_agnostic,backend_agnostic,2,156,added,model_correctness,medium,pytest tests/models/test_adapters.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-120,33556,https://github.com/vllm-project/vllm/pull/33556,[PluggableLayer][3/N] Apply PluggableLayer to moe-related layers.,2026-04,feature,production_code,production_code,multi_component,moe;model_implementation,True,False,backend_agnostic,backend_agnostic,2,19,none,integration_test;kernel_correctness,medium,pytest -v -s tests/kernels/moe/test_routing_simulator.py::test_routing_strategy_integration || pytest -v -s tests/kernels/moe/test_moe.py::test_cpu_fused_moe_basic,feature | production_code | multi_component,7,21
vllm-cpu-300-121,39693,https://github.com/vllm-project/vllm/pull/39693,[Core][Metrics] Remove unused `SchedulerStats.encoder_cache_usage`,2026-04,maintenance,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,2,10,none,unit_test,medium,pytest -v -s -m 'cpu_test' v1/core || pytest -v -s -m 'cpu_test' v1/metrics,maintenance | production_code | single_component,2,6
vllm-cpu-300-122,39796,https://github.com/vllm-project/vllm/pull/39796,[Bugfix] add support for 'num_attention_groups' in ModelArchConfigConvertorBase for Step3p5,2026-04,bugfix,production_code,production_code;tests,single_component,model_implementation,False,True,backend_agnostic,backend_agnostic,3,20,added,integration_test,high,pytest -v -s config,bugfix | production_code | single_component,36,108
vllm-cpu-300-123,39888,https://github.com/vllm-project/vllm/pull/39888,[Model] Use mm_features to compute mrope positions for PaddleOCR-VL,2026-04,refactor,production_code,production_code;tests,single_component,model_implementation,False,True,backend_agnostic,backend_agnostic,2,360,added,unit_test;model_correctness;performance_benchmark,high,.venv/bin/python -m pytest tests/model_executor/test_paddleocr_vl_mrope.py -v,refactor | production_code | single_component,6,18
vllm-cpu-300-124,35736,https://github.com/vllm-project/vllm/pull/35736,[Bugfix] Fix Ray compiled-DAG SHM channel stalls by detaching zero-copy `np.ndarray` logprobs buffers,2026-04,bugfix,production_code,production_code;tests,single_component,distributed_execution,False,True,backend_agnostic,backend_agnostic,3,111,added,unit_test,medium,pytest -v -s v1/executor,bugfix | production_code | single_component,36,108
vllm-cpu-300-125,39997,https://github.com/vllm-project/vllm/pull/39997,[Misc] Move `pyav` and `soundfile` to common requirements,2026-04,build,build,build,support_only,support_only,False,False,backend_agnostic,backend_agnostic,3,9,none,static_check,medium,"pre-commit run --all-files --hook-stage manual || uv pip install -r requirements/build/cpu.txt --index-strategy unsafe-best-match || uv pip install -r requirements/cpu.txt --index-strategy unsafe-best-match || uv pip install -e . --no-build-isolation || python -c ""import vllm; print(f'vLLM version: {vllm.__version__}')""",build | build | support_only,5,15
vllm-cpu-300-126,40078,https://github.com/vllm-project/vllm/pull/40078,[CI/Build] Apply ruff formatter to pass pre-commit,2026-04,ci,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,8,modified,static_check,high,pre-commit run --all-files --hook-stage manual,ci | tests | support_only,1,3
vllm-cpu-300-127,40056,https://github.com/vllm-project/vllm/pull/40056, [UX] Defer some imports on CLI paths to save ~2s,2026-04,performance,production_code,production_code;benchmarks,multi_component,serving_api;configuration_shared_infrastructure;other,True,True,backend_agnostic,backend_agnostic,5,128,none,end_to_end_test;performance_benchmark,medium,vllm --help,performance | production_code | multi_component,2,6
vllm-cpu-300-128,40114,https://github.com/vllm-project/vllm/pull/40114,[Misc] Improve new PR bot trigger condition,2026-04,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,10,none,static_check,high,pre-commit run --all-files --hook-stage manual,ci | ci | support_only,5,15
vllm-cpu-300-129,40090,https://github.com/vllm-project/vllm/pull/40090,[Bugfix] Fix empty delta detection in Qwen3XMLToolParser streaming,2026-04,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,14,modified,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-130,39502,https://github.com/vllm-project/vllm/pull/39502,feat(multimodal): support externally processed mm_kwargs with cache injection,2026-04,feature,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,232,added,end_to_end_test,medium,export VLLM_WORKER_MULTIPROC_METHOD=spawn || pytest -v -s entrypoints/llm --ignore=entrypoints/llm/test_generate.py --ignore=entrypoints/llm/test_collective_rpc.py,feature | production_code | single_component,9,27
vllm-cpu-300-131,40409,https://github.com/vllm-project/vllm/pull/40409,[Bugfix] avoid warmup if text only expectation in multi_modal run,2026-04,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,115,added,unit_test,high,pytest -v -s renderers,bugfix | production_code | single_component,36,108
vllm-cpu-300-132,40460,https://github.com/vllm-project/vllm/pull/40460,[Bugfix] Pass effective chat template kwargs to reasoning parsers,2026-04,bugfix,production_code,production_code,multi_component,serving_api;input_processing_multimodal,True,False,backend_agnostic,backend_agnostic,6,88,none,integration_test,medium,pytest -v -s entrypoints/openai/responses/test_serving_responses.py,bugfix | production_code | multi_component,9,27
vllm-cpu-300-133,40473,https://github.com/vllm-project/vllm/pull/40473,[Misc] Support Human-readable (k/K/m/M..) json cli arg,2026-04,feature,production_code,production_code;tests,single_component,configuration_shared_infrastructure,False,True,backend_agnostic,backend_agnostic,3,197,added,unit_test,medium,pytest -v -s engine test_sequence.py test_config.py test_logger.py test_vllm_port.py,feature | production_code | single_component,9,27
vllm-cpu-300-134,39878,https://github.com/vllm-project/vllm/pull/39878,"[Build] Switch default CUDA to 13.0, update CUDA architecture lists, clean up stale build-args",2026-04,build,production_code,production_code;build;ci,single_component,configuration_shared_infrastructure,False,True,backend_specific,nvidia_cuda,10,190,none,build_install;static_check,high,"DOCKER_BUILDKIT=1 docker build --build-arg max_jobs=16 --build-arg USE_SCCACHE=1 --build-arg GIT_REPO_CHECK=1 --build-arg CUDA_VERSION=13.0.1 --build-arg torch_cuda_arch_list=""${CUDA_ARCH_X86}"" --build-arg BUILD_BASE_IMAGE=nvidia/cuda:13.0.1-devel-ubuntu22.04 --tag vllm-ci:build-image --target build --progress plain -f docker/Dockerfile . || docker run --rm -v $(pwd)/artifacts:/artifacts_host vllm-ci:build-image bash -c 'cp -r dist /artifacts_host && chmod -R a+rw /artifacts_host'",build | production_code | single_component,1,3
vllm-cpu-300-135,41003,https://github.com/vllm-project/vllm/pull/41003,[Bugfix] use `served_model_name` for multimodal error message,2026-04,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,19,added,unit_test,high,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-136,41098,https://github.com/vllm-project/vllm/pull/41098,[Bugfix] Exclude numa_bind fields from ParallelConfig DP hash,2026-04,bugfix,production_code,production_code,single_component,distributed_execution,False,False,backend_agnostic,backend_agnostic,1,8,none,unit_test,medium,pytest -v -s config,bugfix | production_code | single_component,36,108
